split,file_label,sumber,asal,malam_sintetis,salinan,jumlah_kotak
train,rf100_construction--1068-_jpg.rf.4b3acf6f45e086e399f23229f67c5c07.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,2
train,rf100_construction--1069-_jpg.rf.918c092991124e86240b1c1fb5f3f7ca.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,3
train,rf100_construction--107-_jpg.rf.ed25a48cdc063dd851cad28b0d57bccf.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--107-_jpg.rf.ed25a48cdc063dd851cad28b0d57bccf_night.txt,rf100,roboflow-100/excavators-czvg9,ya,-,1
train,rf100_construction--1070-_jpg.rf.9cf0de3418425eced8cfc634ec59bee2.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--1071-_jpg.rf.379ff63ff5814a95d5790fe2e861012a.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--1072-_jpg.rf.6b801c07754a710b87f612f179ec721b.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,2
train,rf100_construction--1073-_jpg.rf.f58b1cd231ebc9cc643190d0d5ea4a69.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,2
train,rf100_construction--1075-_jpg.rf.091d7abdf6c58dbccc8f515656b9cfdc.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--1076-_jpg.rf.58428612be135119273387e7b8b86ec2.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,3
train,rf100_construction--1076-_jpg.rf.58428612be135119273387e7b8b86ec2_night.txt,rf100,roboflow-100/excavators-czvg9,ya,-,3
train,rf100_construction--1077-_jpg.rf.8d6e9a698af2bca45b84a3f7676fbf8b.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--1079-_jpg.rf.94e9b595f762c53a07e9c66827c74920.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,7
train,rf100_construction--108-_jpg.rf.b7ab2e03829848b0e7d579f420390143.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,2
train,rf100_construction--108-_jpg.rf.b7ab2e03829848b0e7d579f420390143_night.txt,rf100,roboflow-100/excavators-czvg9,ya,-,2
train,rf100_construction--1080-_jpg.rf.5536fe73c88a3a18d5d8fec6da73c8fc.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--1080-_jpg.rf.5536fe73c88a3a18d5d8fec6da73c8fc_night.txt,rf100,roboflow-100/excavators-czvg9,ya,-,1
train,rf100_construction--1081-_jpg.rf.af783000da4a906093e62ad0fac71d1d.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--1082-_jpg.rf.5211c5df223aee283c11456deb813047.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--1084-_jpg.rf.b6df3217643634bedf1986268263bc1e.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--1085-_jpg.rf.da45b2309e9e716738363ec74ae83705.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--1087-_jpg.rf.06494b73d997e56437eb643faa418cab.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--1089-_jpg.rf.5330c4b929a2717458d84450a589a607.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--109-_jpg.rf.a6a454b823c45f5588259072449bdb04.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--1090-_jpg.rf.46ac8b0f2a938780265d9541f3411a97.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--1090-_jpg.rf.46ac8b0f2a938780265d9541f3411a97_night.txt,rf100,roboflow-100/excavators-czvg9,ya,-,1
train,rf100_construction--1093-_jpg.rf.6624e9efa419ba4fbe3faad206735fb6.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--1094-_jpg.rf.59856dfd801564d1e16fe1e672eae95c.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--1096-_jpg.rf.16682063e88cafe19bdae4af3d47aa60.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--1099-_jpg.rf.dea8f9c5ef62c9248198dcc19cfea25e.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--11-_jpg.rf.f4d0e57b5af02e41b7bc72393d87477d.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--110-_jpg.rf.26aa74540783cc9c109ac2e9c28fcf9e.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--1100-_jpg.rf.8e5c0003c20d8b549cd7d770fdf4a4f0.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,2
train,rf100_construction--1100-_jpg.rf.8e5c0003c20d8b549cd7d770fdf4a4f0_night.txt,rf100,roboflow-100/excavators-czvg9,ya,-,2
train,rf100_construction--1101-_jpg.rf.906ab7d5509f31616d825c925e7f7f40.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,2
train,rf100_construction--1102-_jpg.rf.e1e80c9dac49d3b11e84b343d8c8f7af.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,2
train,rf100_construction--1104-_jpg.rf.b0baf5a3cb3b702f3d4ff4ab1152ebbd.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--1105-_jpg.rf.01c913a4843ffe53a77e70bb6c7e0927.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--1108-_jpg.rf.8b98485faf9843ddeca4e3979a70079a.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--111-_jpg.rf.989fef46a6ee5d3719c104bc37af17c0.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--1110-_jpg.rf.8095f2f8d57a660b5c51955cde9b26f6.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,2
train,rf100_construction--1111-_jpg.rf.97ba55819a87e4958c93c7aed1917c8a.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--1112-_jpg.rf.14da3d1d4ce21b2326df1d32c16aff89.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,2
train,rf100_construction--1113-_jpg.rf.0508b40822a173c5eb5dce787495272f.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--1115-_jpg.rf.ba69cab033f995d85a5051046d2522be.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--1116-_jpg.rf.1c9f423e253a9a5767b139fba4697b8c.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,2
train,rf100_construction--1116-_jpg.rf.1c9f423e253a9a5767b139fba4697b8c_night.txt,rf100,roboflow-100/excavators-czvg9,ya,-,2
train,rf100_construction--1117-_jpg.rf.47b87df9d5878a8a8e73bf0dd6965826.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--1118-_jpg.rf.de2d86733bda502c58c17b9e3c8c8d14.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--112-_jpg.rf.e2ac896cc933d4c124f1e825d94d1a7c.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--1120-_jpg.rf.62eee5f6310c4fe8642de07200467d93.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--1121-_jpg.rf.c2fdacc5dffbbc024fae3feb2a4a311a.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--1122-_jpg.rf.ce9b197fe10d8232c8d88aeef9dd7500.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--1123-_jpg.rf.a623be50b59bf8ee29b9f8831ec601a2.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--1125-_jpg.rf.24e472449aac8ddc1fe57264b05b3968.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--1126-_jpg.rf.4a6bb32bb5521ff9e1f2912f64e431c5.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--1127-_jpg.rf.78991d2bf005cf48da67001e20addd21.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--1129-_jpg.rf.d4a55cdfa2db718d2dacc3b70cff5f64.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--113-_jpg.rf.bf29d2e9a85307cfb61641ec012af677.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--113-_jpg.rf.bf29d2e9a85307cfb61641ec012af677_night.txt,rf100,roboflow-100/excavators-czvg9,ya,-,1
train,rf100_construction--1131-_jpg.rf.90a735b02b8a682fb9bab20f66d25d15.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--1132-_jpg.rf.7b74d83b7d79b436e079667a904fe46c.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--1133-_jpg.rf.99f3d5f5ff332d82c7877021ba967927.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--1135-_jpg.rf.bc562ba8b65bb3ac83eb9763b7f556c4.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--1137-_jpg.rf.7af9ed0ba160a4432ff719abf75b8f4c.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--1138-_jpg.rf.5416c0cf17860c4b4522ec396fb1786d.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--114-_jpg.rf.0748c504cc59365975d44fd59943ab52.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,3
train,rf100_construction--114-_jpg.rf.0748c504cc59365975d44fd59943ab52_night.txt,rf100,roboflow-100/excavators-czvg9,ya,-,3
train,rf100_construction--1141-_jpg.rf.ad65613b826b6b6ff827808097a79a02.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--1142-_jpg.rf.26a9724f6018bd907fa7a15829123939.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--1143-_jpg.rf.e24abd653317fde421642f2f2de5c626.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--1144-_jpg.rf.27d5b479296b96a93da2126f47fdb55a.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--1146-_jpg.rf.e4557ec8a44606bedb361d38521ef457.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--1147-_jpg.rf.d3615d6f796bd928f9ae3226c0eb94ec.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--1148-_jpg.rf.7ca1c274747696a35d2c42ad1327e1bf.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--115-_jpg.rf.276fb7903ffb34e46ec1d71cee3a1449.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,2
train,rf100_construction--1151-_jpg.rf.d8975b4aabc24823d81a7c8fbf75448b.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--1152-_jpg.rf.aaaf0ddba043c8befe5f19d64a401676.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--1153-_jpg.rf.e2b1f6095fe359b0bb4603c7ea548528.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--1155-_jpg.rf.a8b8a71cc6f15fcfd8471f253e2bd09b.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--1157-_jpg.rf.075fdc2591b58389d5e264f580b48654.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--1158-_jpg.rf.93b82108da236851ab5ec9c746cb38a9.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--1160-_jpg.rf.bcec741cb03e870517619eb582ecb7a7.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--1161-_jpg.rf.f3a0d407e7dba15ffb7ba73966fbb88e.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--1162-_jpg.rf.30e6ad2580cf39202fde5fd9c209740a.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--1163-_jpg.rf.632d0db0567b1050aea56dc0e26f71c8.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--1164-_jpg.rf.1ac59d54cc926fce47bf98896d23dd46.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--1165-_jpg.rf.af1263a0285091b83c5baca42027a438.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--1168-_jpg.rf.09c19bf413453f81e3d3acb95ec495d4.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--1169-_jpg.rf.de30a2906885c43c7c2a7664fc0de788.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--1170-_jpg.rf.f16e453231e1ffd6a70ddd540eb1363c.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--1172-_jpg.rf.12aa653d19107a2b60d6b576f9c65913.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--1173-_jpg.rf.5b99883de3322445ef77c37cfa79aef3.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--1176-_jpg.rf.4ecf2e30a603518083f990a98ab2138b.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--118-_jpg.rf.ff3c16f8205fa58cc590e3c82a724926.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,2
train,rf100_construction--1184-_jpg.rf.18697a90bda0c2fd88aa0bbd282fa1ba.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--1186-_jpg.rf.780409ad4451c82b942955a9876bda15.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--1187-_jpg.rf.4b5c09ae94e3058f88663fd929456e3d.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--1189-_jpg.rf.f8e85a69d10efe93ca676071fb44a7c8.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--119-_jpg.rf.feac6effc27fdfb6aef93b57837cf7a1.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--1190-_jpg.rf.e29b702e431c4675aa75c42b74cf5086.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--1191-_jpg.rf.f419d7b471991adbc1cc974cf3337c81.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--1192-_jpg.rf.258875c702535cb1add37c347a295a61.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--1194-_jpg.rf.5abaf4ee63f13bd08c3ed2b2802e0b26.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--120-_jpg.rf.38fcb45f0e056f8ab1895f09b9c68c1d.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,2
train,rf100_construction--120-_jpg.rf.38fcb45f0e056f8ab1895f09b9c68c1d_night.txt,rf100,roboflow-100/excavators-czvg9,ya,-,2
train,rf100_construction--1208-_jpg.rf.f6d286d439a7a40949c614092b38b506.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--121-_jpg.rf.2d9405f4efeaee5f5d69226e70d7bf61.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--121-_jpg.rf.2d9405f4efeaee5f5d69226e70d7bf61_night.txt,rf100,roboflow-100/excavators-czvg9,ya,-,1
train,rf100_construction--1211-_jpg.rf.325240806ee075e9e8006472bc8f9aa4.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--1214-_jpg.rf.914edbd49fde1465b165b847116f8b3a.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--1218-_jpg.rf.58c566f765e5919069ebcc162e3e9457.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--122-_jpg.rf.a5cd4361c9784f4aceba219ea044eb11.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--1220-_jpg.rf.652f24caa46d2eb94b9e888ec5c8772a.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--1225-_jpg.rf.d8bd92e1a073d71c1b559c1d42cc2dcf.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--124-_jpg.rf.ec54069856e73e70532ee974e4a7ff8e.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,2
train,rf100_construction--124-_jpg.rf.ec54069856e73e70532ee974e4a7ff8e_night.txt,rf100,roboflow-100/excavators-czvg9,ya,-,2
train,rf100_construction--125-_jpg.rf.50cb9f7b6db6b8cc53353e5a53b1aa88.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--126-_jpg.rf.2eb9ae05fadad53e072f925e72c31257.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--127-_jpg.rf.20224a03ddc611cbcd741cf712fb747f.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--129-_jpg.rf.0738d38d60cfa5c8cf7a2e15969e3c02.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--13-_jpg.rf.023d19e2b5a97a83e62c192cc42df6da.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--130-_jpg.rf.70a228903bc74eb0aea7964090d3196a.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--132-_jpg.rf.57da6f6c4b6a19d09f85d3a343a33636.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--135-_jpg.rf.462fdd529e34fbba740634c672750896.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--135-_jpg.rf.462fdd529e34fbba740634c672750896_night.txt,rf100,roboflow-100/excavators-czvg9,ya,-,1
train,rf100_construction--137-_jpg.rf.9184ec72373c1219b05b2b41f6ba9d04.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,2
train,rf100_construction--138-_jpg.rf.613cc1339b86f6a04db75569f80b79ff.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--138-_jpg.rf.613cc1339b86f6a04db75569f80b79ff_night.txt,rf100,roboflow-100/excavators-czvg9,ya,-,1
train,rf100_construction--139-_jpg.rf.1d86d6c9783b4ae7e3e589d37e296451.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--14-_jpg.rf.01d5bbad60ac3d92145a009e155e13de.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--141-_jpg.rf.01bb6c90a368a0a555586ad3e2eeeaf9.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,2
train,rf100_construction--142-_jpg.rf.8125177803d2229ce4a1d3b9304ceba5.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--143-_jpg.rf.815b8d05d58ca8daaa352805a60ea3c2.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--144-_jpg.rf.4fc224e2afa23e005386035c0a6039a3.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--145-_jpg.rf.c20f0b40537b2544f1fc8e73505385db.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--146-_jpg.rf.75b6ee28ee84739570df14cb346e0283.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,2
train,rf100_construction--146-_jpg.rf.75b6ee28ee84739570df14cb346e0283_night.txt,rf100,roboflow-100/excavators-czvg9,ya,-,2
train,rf100_construction--147-_jpg.rf.cafc074e0dfcac1438ab0a9a32acad6e.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--148-_jpg.rf.dbf91a13220af95a12621d401e0ecd6b.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--149-_jpg.rf.2e5063a5c3add4b6cdfb1129dae08bf8.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--150-_jpg.rf.b765b4b97326926940bcf92f4f80d996.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--152-_jpg.rf.437c52e7492c961c6fe43583dc3a6133.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--154-_jpg.rf.dbb3617d397f811f56b5f918c82f8a14.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,3
train,rf100_construction--154-_jpg.rf.dbb3617d397f811f56b5f918c82f8a14_night.txt,rf100,roboflow-100/excavators-czvg9,ya,-,3
train,rf100_construction--156-_jpg.rf.de59e2ccf37f6788da13c4044d88dd2e.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--158-_jpg.rf.fdc40f5a555ad5da80ba23d64599113f.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--159-_jpg.rf.906e56162d138d8669458b1037d2e72c.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--160-_jpg.rf.0f8ccd067adddfee781b3071dc14a123.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--163-_jpg.rf.b5ed6e2b215010681ba9a6943d6a5b20.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--164-_jpg.rf.b3c0af8325c90f3bc1530f98ba05fe44.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--168-_jpg.rf.415c338adb34aa8b3ae519eef7ce3c3e.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,2
train,rf100_construction--168-_jpg.rf.415c338adb34aa8b3ae519eef7ce3c3e_night.txt,rf100,roboflow-100/excavators-czvg9,ya,-,2
train,rf100_construction--17-_jpg.rf.37178ee36ffb74c5b992bfadee88443f.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--171-_jpg.rf.44a43e4e46d3062c54cd347daec72859.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,4
train,rf100_construction--171-_jpg.rf.44a43e4e46d3062c54cd347daec72859_night.txt,rf100,roboflow-100/excavators-czvg9,ya,-,4
train,rf100_construction--173-_jpg.rf.8dd63d94282898d03bbfe6892353c84a.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--176-_jpg.rf.d6329884ccede157a39164ad52edbd0a.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--179-_jpg.rf.a40c265b5fc6a83ddaf42d404930f998.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--180-_jpg.rf.a37dac9764da4c5af31ffdf65268ca7d.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--182-_jpg.rf.5cc94ff6d36cc7cf12987d4cc7d050df.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--185-_jpg.rf.b10480fe815d45b10b99de4ccf63cb3d.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--186-_jpg.rf.9f38b10ef35c6e052fc323fab12d9115.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,2
train,rf100_construction--187-_jpg.rf.0771aa9b90c27ba4306dbb00dc294caf.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--188-_jpg.rf.909d6676621ddc89ba60f79879ac727d.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--189-_jpg.rf.734221f3e1c3b2560f61ac375f18bc1c.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--19-_jpg.rf.b62b654e5c1093abd5094e90dda5c313.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--190-_jpg.rf.b8c0d5958a84eb6da15063ad29ff6715.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--190-_jpg.rf.b8c0d5958a84eb6da15063ad29ff6715_night.txt,rf100,roboflow-100/excavators-czvg9,ya,-,1
train,rf100_construction--193-_jpg.rf.3199f72e46dc74e9b0d300808cc4b8a1.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,3
train,rf100_construction--193-_jpg.rf.3199f72e46dc74e9b0d300808cc4b8a1_night.txt,rf100,roboflow-100/excavators-czvg9,ya,-,3
train,rf100_construction--197-_jpg.rf.44223027c73ba1b276abe5b3d596e60c.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--199-_jpg.rf.74c91b4141fc8f2f0bf55bde749fed0c.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--2-_mp4-0_jpg.rf.0149c056117a2c6ea5cf6aa965046023.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--2-_mp4-102_jpg.rf.ab8561d70dedd9c766b98b7c1d38434f.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--2-_mp4-113_jpg.rf.a23cead78319812690747141674153ec.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--2-_mp4-114_jpg.rf.76a8e26cd48d6e355904a08633bf3ef9.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--2-_mp4-116_jpg.rf.e7cd6237942141bd7f141933d9c9d3de.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--2-_mp4-117_jpg.rf.1af3200f2bd7df4941728ec10f557a6d.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--2-_mp4-119_jpg.rf.39d11468be0bb01a37d5e6d540f4c690.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--2-_mp4-120_jpg.rf.773f020f0ebb894c66674724b008c1cf.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--2-_mp4-122_jpg.rf.a579f589d3a008f5ff7b9aa206d0ad93.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--2-_mp4-125_jpg.rf.8de504819483846e62c747d769732f63.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--2-_mp4-127_jpg.rf.205a0c16ee9e8fe0be0ddae52493a703.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--2-_mp4-129_jpg.rf.953fb6560159de6a8d43aac8bea7822c.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--2-_mp4-12_jpg.rf.274cee468dc9dfdbcfbb9e3dcc09d0b9.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--2-_mp4-130_jpg.rf.97e44090b5885eb95d51effa3b05ee6e.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
train,rf100_construction--2-_mp4-135_jpg.rf.ad1fa4cfff2ba32c3545071a522929d7.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,2
train,rf100_construction--2-_mp4-137_jpg.rf.08dd58f8694b11bb034a0444c6936916.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--2-_mp4-141_jpg.rf.ecbb8068f51ca630fecdd2984ff3eab4.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,0
train,rf100_construction--2-_mp4-142_jpg.rf.8e3ae8800f8424d72a53a33a8e9a3a29.txt,rf100,roboflow-100/excavators-czvg9,tidak,-,1
